name,description,address1,address2,address3,city,county,postcode,country,animal,pet_name,renewal_date,date,outward_code,Type of Property,Current Manager,Status
Relaxing Town Centre House - Perfect for Exploring,"Set in Shrewsbury, Relaxing Town Centre House - Perfect for Exploring is a recently renovated accommodation, 26 km from Ironbridge Gorge and 26 km from...",Saint Michael's Street 54a,,,Shrewsbury,Shropshire,SY1 2EZ,UK,,,,,SY1,Holiday home,,Entire Home
Red Lion Lodge,"Red Lion Lodge, a property with a garden, is set in Myddle, 14 km from Shrewsbury Cathedral, 21 km from Attingham Park, as well as 22 km from Whittington...",Myddle,,,Myddle,Shropshire,SY4 3RP,UK,,,,,SY4,Holiday home,,Entire Home
Callow Lodge 5,"Boasting a sauna, Callow Lodge 5 is set in Hadnall. The property is around 28 km from Ironbridge Gorge, 6.",Hadnall,,,Hadnall,Shropshire,SY4 4AA,UK,,,,,SY4,Holiday home,,Entire Home
Pass the Keys Stylish newly renovated Victorian 2 bedroom house,"Providing a garden, a terrace and free WiFi, Pass the Keys Stylish newly renovated Victorian 2 bedroom house is a recently renovated holiday home 26 km...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2JZ,UK,,,,,SY1,Holiday home,,Entire Home
Most Central Luxury Grade 2 Listed Apartment Overlooking Shrewsbury Square - Free Parking,"Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Most Central Luxury Grade 2 Listed Apartment Overlooking Shrewsbury Square -...",6 The Square,,,Shrewsbury,Shropshire,SY1 1LA,UK,,,,,SY1,Apartment,,Entire Apartment
Virginia Cottage,"Virginia Cottage, a property with a garden, is located in Acton Burnell, 32 km from Telford International Centre, 11 km from Attingham Park, as well as 14...",Acton Burnell,,,Acton Burnell,Shropshire,SY5 7PQ,UK,,,,,SY5,Holiday home,,Entire Home
The Jays,"Set in Church Stretton in the Shropshire region, The Jays offers accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 6AE,UK,,,,,SY6,Holiday home,,Entire Home
The Orchard Retreat,"The Orchard Retreat, a property with a garden and a bar, is set in Shrewsbury, 34 km from Ironbridge Gorge, 35 km from Telford International Centre, as...",the swallows,,,Shrewsbury,Shropshire,SY5 9GD,UK,,,,,SY5,Campsite,,
Family home close to Shrewsbury Town centre,"Family home close to Shrewsbury Town centre, a property with a garden, is set in Shrewsbury, 25 km from Telford International Centre, 50 km from...",Wilfred Owen Close,,,Shrewsbury,Shropshire,SY2 5BY,UK,,,,,SY2,Holiday home,Hosted by James & Anna,Entire Home
Mountain Edge Resort Lodge 1 with Hot Tub,"Situated in Church Stretton, Mountain Edge Resort Lodge 1 with Hot Tub features a restaurant, 32 km from Ironbridge Gorge and 47 km from Telford...",Mountain Edge,,,Church Stretton,Shropshire,SY6 6QE,UK,,,,,SY6,Holiday home,,Entire Home
Stiperstones View,"Stiperstones View, a property with a garden, is set in Shrewsbury, 50 km from Telford International Centre, 23 km from Clun Castle, as well as 26 km from...",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0JF,UK,,,,,SY5,Holiday home,,Entire Home
Byre Cottage,"Byre Cottage, a property with barbecue facilities, is located in Nesscliffe, 39 km from Telford International Centre, 14 km from Shrewsbury Cathedral, as...",Nesscliffe,,,Nesscliffe,Shropshire,SY4 1AX,UK,,,,,SY4,Holiday home,,Entire Home
Drifthouse,"Located in Church Stretton in the Shropshire region, Drifthouse provides accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 7JN,UK,,,,,SY6,Holiday home,,Entire Home
Beautiful countryside Byre conversion,"Boasting garden views, Beautiful countryside Byre conversion features accommodation with a garden and a patio, around 20 km from Ironbridge Gorge.",ruckley byre,,,Shrewsbury,Shropshire,SY5 7HR,UK,,,,,SY5,Holiday home,Hosted by Emily,Entire Home
Shrewsbury Cottage,"Offering a garden and garden view, Shrewsbury Cottage is located in Shrewsbury, 23 km from Telford International Centre and 47 km from Chillington Hall.",112 London Road,,,Shrewsbury,Shropshire,SY2 6PP,UK,,,,,SY2,Holiday home,Hosted by Jo Henshaw owner and founder of Stayinshrewsbury,Entire Home
Grove Farm Cottage,"Set in Condover in the Shropshire region, Grove Farm Cottage offers accommodation with free WiFi and free private parking.",Condover,,,Condover,Shropshire,SY5 7BH,UK,,,,,SY5,Holiday home,,Entire Home
Netley Hall,"Located in Shrewsbury, 33 km from Ironbridge Gorge, Netley Hall provides accommodation with a garden, free private parking, a shared lounge and a...",Netley Hall Dorrington,,,Shrewsbury,Shropshire,SY5 7JZ,UK,,,,,SY5,Hotel,,
The Bucks Head Hotel,"Situated in Church Stretton, The Bucks Head Hotel is 29 km from Ironbridge Gorge and features various facilities, such as a garden, a restaurant and a bar.",42 High Street,,,Church Stretton,Shropshire,SY6 6BX,UK,,,,,SY6,Hotel,,
Ineff Barn,"Situated in Pontesbury in the Shropshire region, Ineff Barn features accommodation with free WiFi and free private parking.",Pontesbury,,,Pontesbury,Shropshire,SY5 0UH,UK,,,,,SY5,Holiday home,,Entire Home
1 Bed in Church Stretton 90929,"1 Bed in Church Stretton 90929 is set in All Stretton, 19 km from Stokesay Castle, 20 km from Attingham Park, as well as 30 km from Ludlow Castle.","The Pod
Brook House Farm
Lower Wood
All Stretton",,,All Stretton,Shropshire,SY6 6LF,UK,,,,,SY6,Holiday home,,Entire Home
Church Apartment,"Church Apartment offers accommodation in the heart of Shrewsbury, 200 metres from Theatre Severn. Private parking and free Wi-Fi are available.",15 Mount Street,Church Flat,,Shrewsbury,Shropshire,SY3 8QJ,UK,,,,,SY3,Apartment,Hosted by Suzanne Evans,Entire Apartment
The Wilderness,"The Wilderness, a property with barbecue facilities, is located in Bromlow, 46 km from Telford International Centre, 22 km from Shrewsbury Cathedral, as...",Bromlow,,,Bromlow,Shropshire,SY5 0PE,UK,,,,,SY5,Holiday home,,Entire Home
1 Bed in Shrewsbury 73521,"Set in Ford and only 33 km from Ironbridge Gorge, 1 Bed in Shrewsbury 73521 offers accommodation with garden views, free WiFi and free private parking.","Meadowside
Ford
Shropshire",,,Ford,Shropshire,SY5 9LE,UK,,,,,SY5,Holiday home,,Entire Home
Most Central Luxury Grade 2 Listed Apartment Overlooking Shrewsbury Square - Free Parking,"Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Most Central Luxury Grade 2 Listed Apartment Overlooking Shrewsbury Square -...",6 The Square,,,Shrewsbury,Shropshire,SY1 1LA,UK,,,,,SY1,Apartment,,Entire Apartment
The Hayloft,"Featuring a hot tub, The Hayloft is situated in Shelve.",Shelve,,,Shelve,Shropshire,SY5 0LZ,UK,,,,,SY5,Holiday home,,Entire Home
Callow Lodge 15,"Boasting a sauna, Callow Lodge 15 is set in Hadnall. The property is located 28 km from Ironbridge Gorge, 6.",Hadnall,,,Hadnall,Shropshire,SY4 4AA,UK,,,,,SY4,Holiday home,,Entire Home
Nest Holiday Hideaway Dove Cottage-Beautiful Location in the Long Mynd Area of Outstanding Natural Beauty AONB,"Featuring garden views, Nest Holiday Hideaway Dove Cottage-Beautiful Location in the Long Mynd Area of Outstanding Natural Beauty AONB provides...",4a Betchcott Hall Farm Barns,,,Picklescott,Shropshire,SY6 6NP,UK,,,,,SY6,Holiday home,Hosted by Alex,Entire Home
Relaxing Town Centre House - Perfect for Exploring,"Set in Shrewsbury, Relaxing Town Centre House - Perfect for Exploring is a recently renovated accommodation, 26 km from Ironbridge Gorge and 26 km from...",Saint Michael's Street 54a,,,Shrewsbury,Shropshire,SY1 2EZ,UK,,,,,SY1,Holiday home,,Entire Home
Finest Retreats - Shrawardine Train Carriage,"Finest Retreats - Shrawardine Train Carriage, a property with a garden, is situated in Shrawardine, 39 km from Telford International Centre, 13 km from...",Shrawardine,,,Shrawardine,Shropshire,SY4 1AJ,UK,,,,,SY4,Chalet,,Entire Home
"Luxury townhouse in town centre, views, river walk","Boasting inner courtyard views, Luxury townhouse in town centre, views, river walk offers accommodation with a garden and a patio, around 26 km from...",1 Haughmond View,,,Shrewsbury,Shropshire,SY3 8RG,UK,,,,,SY3,Holiday home,Hosted by Helen,Entire Home
Kemps Eye Cottage,"Kemps Eye Cottage, a property with a garden and barbecue facilities, is situated in Shrewsbury, 27 km from Telford International Centre, 1.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 7QW,UK,,,,,SY3,Holiday home,,Entire Home
Cute & Cool Two Bed Townhouse with Garden & Parking,"Cute & Cool Two Bed Townhouse with Garden & Parking, a property with a garden, is located in Shrewsbury, 26 km from Ironbridge Gorge, 27 km from Telford...",131 Belle Vue Road,,,Shrewsbury,Shropshire,SY3 7NN,UK,,,,,SY3,Holiday home,Hosted by Tom At Effective Stays Ltd,Entire Home
9 Bromleys Court,"Offering a garden and quiet street view, 9 Bromleys Court is situated in Church Stretton, 43 km from Telford International Centre and 13 km from Stokesay...",Number 9 Bromleys Court,,,Church Stretton,Shropshire,SY6 7BE,UK,,,,,SY6,Holiday home,,Entire Home
Mounatian Edge Resort Mega pod 6,"Boasting a hot tub, Mounatian Edge Resort Mega pod 6 is located in Church Stretton.",Mountain Edge,,,Church Stretton,Shropshire,SY6 6QE,UK,,,,,SY6,Holiday home,,Entire Home
Stables Wem,"Stables Wem, a property with a garden, is situated in Wem, 42 km from Ironbridge Gorge, 45 km from Trentham Gardens, as well as 47 km from Chester...",20 Wemsbrook Road,,,Wem,Shropshire,SY4 5AH,UK,,,,,SY4,Apartment,,Entire Apartment
Mountain Edge Resort Mega pod 3,"Boasting a hot tub, Mountain Edge Resort Mega pod 3 is set in Church Stretton.",Mountain Edge,,,Church Stretton,Shropshire,SY6 6QE,UK,,,,,SY6,Holiday home,,Entire Home
Hope Hall Barn,"Hope Hall Barn, a property with a garden, is located in Bromlow, 44 km from Telford International Centre, 21 km from Shrewsbury Cathedral, as well as 26 km...",Bromlow,,,Bromlow,Shropshire,SY5 0EN,UK,,,,,SY5,Holiday home,,Entire Home
Little Whitley - Uk38099,"Located 14 km from Attingham Park, 32 km from Whittington Castle and 34 km from Stokesay Castle, Little Whitley - Uk38099 provides accommodation set in...",Great Hanwood,,,Great Hanwood,Shropshire,SY5 8BA,UK,,,,,SY5,Holiday home,,Entire Home
High Bank,"Set in Pontesbury in the Shropshire region, High Bank offers accommodation with free WiFi and free private parking.",Pontesbury,,,Pontesbury,Shropshire,SY5 0YE,UK,,,,,SY5,Holiday home,,Entire Home
Cherry Pod 2,"Situated in Shrewsbury in the Shropshire region, Cherry Pod 2 features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8BQ,UK,,,,,SY5,Holiday home,,Entire Home
The Wilderness,"The Wilderness, a property with barbecue facilities, is located in Bromlow, 46 km from Telford International Centre, 22 km from Shrewsbury Cathedral, as...",Bromlow,,,Bromlow,Shropshire,SY5 0PE,UK,,,,,SY5,Holiday home,,Entire Home
Lindens Barn,"Situated in Shrewsbury in the Shropshire region, Lindens Barn features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0AL,UK,,,,,SY5,Holiday home,,Entire Home
Lindens Barn,"Situated in Shrewsbury in the Shropshire region, Lindens Barn features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0AL,UK,,,,,SY5,Holiday home,,Entire Home
Hope Hall Barn,"Hope Hall Barn, a property with a garden, is located in Bromlow, 44 km from Telford International Centre, 21 km from Shrewsbury Cathedral, as well as 26 km...",Bromlow,,,Bromlow,Shropshire,SY5 0EN,UK,,,,,SY5,Holiday home,,Entire Home
NiCheGetaway,"Housed in a historic building, NiCheGetaway provides accommodation with a garden and free WiFi in Shrewsbury, 26 km from Ironbridge Gorge.",Claremont buildings apartment 5Q,,,Shrewsbury,Shropshire,SY1 1RJ,UK,,,,,SY1,Apartment,Hosted by At Niche gateway a real special retreat,Entire Apartment
Pass the Keys Unique town centre apartment with vaulted ceiling,"Located 27 km from Telford International Centre, 800 metres from Shrewsbury Cathedral and 8.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1PP,UK,,,,,SY1,Apartment,,Entire Apartment
Traditional with Views,"Offering a terrace and garden view, Traditional with Views is set in Wem, 41 km from Ironbridge Gorge and 45 km from Trentham Gardens.",58 High Street,,,Wem,Shropshire,SY4 5DW,UK,,,,,SY4,Apartment,,Apartments
"Besford Square, Shrewsbury Town","Besford Square, Shrewsbury Town is set in Shrewsbury, 26 km from Telford International Centre, less than 1 km from Shrewsbury Cathedral, and 7.",14 Besford Square,,,Shrewsbury,Shropshire,SY3 7PG,UK,,,,,SY3,Holiday home,,Entire Home
Birchwood House,"Situated in Church Stretton and only 28 km from Ironbridge Gorge, Birchwood House features accommodation with city views, free WiFi and free private...",Birchwood House,Clive Avenue,,Church Stretton,Shropshire,SY6 7BS,UK,,,,,SY6,Apartment,,Entire Apartment
Shrewsbury Square - 2 Bedroom Second Floor Apartment - Perfect Central Location for Exploring Shrewsbury,"Situated in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Shrewsbury Square - 2 Bedroom Second Floor Apartment - Perfect Central...",6 Gullet Passage Apartment 2,,,Shrewsbury,Shropshire,SY1 1LA,UK,,,,,SY1,Apartment,,Entire Apartment
Immaculate 2-Bed Villa in Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Immaculate 2-Bed Villa in Shrewsbury features accommodation with free WiFi and free private parking.",5 Thorns Grove,,,Shrewsbury,Shropshire,SY3 5BY,UK,,,,,SY3,Villa,,Entire Home
The Little Cygnet on Swan Hill,"Located in Shrewsbury, 26 km from Ironbridge Gorge and 27 km from Telford International Centre, The Little Cygnet on Swan Hill provides quiet street views...",15A Swan Hill,,,Shrewsbury,Shropshire,SY1 1NL,UK,,,,,SY1,Apartment,Hosted by Jo Henshaw owner and founder of Stayinshrewsbury,Entire Apartment
11 Callow Crescent,"11 Callow Crescent is situated in Minsterley, 39 km from Ironbridge Gorge, and features a patio, garden, and free WiFi.",11 Callow Crescent,,,Minsterley,Shropshire,SY5 0BY,UK,,,,,SY5,Holiday home,Hosted by AL,Entire Home
Abbey Cottage,"Located in Shrewsbury, 23 km from Ironbridge Gorge and 24 km from Telford International Centre, Abbey Cottage provides accommodation with free WiFi in a...",2 Coldbath Court,,,Shrewsbury,Shropshire,SY2 6AH,UK,,,,,SY2,Holiday home,Hosted by Louise & Steve,Entire Home
St. John’s hill - with parking,"Situated in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, St.",37 Saint John's Hill,,,Shrewsbury,Shropshire,SY1 1JQ,UK,,,,,SY1,Holiday home,Hosted by Jonathan,Entire Home
Stiperstones View,"Stiperstones View, a property with a garden, is set in Shrewsbury, 50 km from Telford International Centre, 23 km from Clun Castle, as well as 26 km from...",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0JF,UK,,,,,SY5,Holiday home,,Entire Home
Netley Hall,"Located in Shrewsbury, 33 km from Ironbridge Gorge, Netley Hall provides accommodation with a garden, free private parking, a shared lounge and a...",Netley Hall Dorrington,,,Shrewsbury,Shropshire,SY5 7JZ,UK,,,,,SY5,Hotel,,
30 Poplar Close,"Located 25 km from Telford International Centre, 30 Poplar Close provides accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2UU,UK,,,,,SY1,Holiday home,,Entire Home
9 Bromleys Court,"Offering a garden and quiet street view, 9 Bromleys Court is situated in Church Stretton, 43 km from Telford International Centre and 13 km from Stokesay...",Number 9 Bromleys Court,,,Church Stretton,Shropshire,SY6 7BE,UK,,,,,SY6,Holiday home,,Entire Home
Shepherds Cottage,"Shepherds Cottage, a property with a garden, is situated in Church Stretton, 14 km from Stokesay Castle, 22 km from Shrewsbury Cathedral, as well as 25 km...",Church Stretton,,,Church Stretton,Shropshire,SY6 6DP,UK,,,,,SY6,Holiday home,,Entire Home
Berries Coach House,"Set in Church Stretton and only 28 km from Ironbridge Gorge, Berries Coach House offers accommodation with mountain views, free WiFi and free private...",Caradoc Drive,,,Church Stretton,Shropshire,SY6 7AG,UK,,,,,SY6,Holiday home,Hosted by Silvie & Mark,Entire Home
The Garden House,"The Garden House is located in Shrewsbury, 29 km from Telford International Centre, 3.7 km from Shrewsbury Cathedral, and 11 km from Attingham Park.",47 Copthorne Park,,,Shrewsbury,Shropshire,SY3 8TH,UK,,,,,SY3,Apartment,Hosted by Mike Bazeley & Dawn Harrison,Entire Apartment
Large Ground floor apartment in the heart of Church Stretton with free parking,"Offering inner courtyard views, Large Ground floor apartment in the heart of Church Stretton with free parking is an accommodation set in Church Stretton,...",Sandford Avenue 1 Lorne House,,,Church Stretton,Shropshire,SY6 6BW,UK,,,,,SY6,Apartment,Hosted by Elaine,Entire Apartment
Hencote Vineyard Glamping Village,"Offering a garden and garden view, Hencote Vineyard Glamping Village is situated in Shrewsbury, 29 km from Telford International Centre and 31 km from...",hencote,crosshill,,Shrewsbury,Shropshire,SY4 3AB,UK,,,,,SY4,Luxury tent,,
The Maltings,"Housed in a historic building, The Maltings provides accommodation with a garden and free WiFi in Shrewsbury, 25 km from Ironbridge Gorge.",5 Berwick Road,,,Shrewsbury,Shropshire,SY1 2LL,UK,,,,,SY1,Holiday home,,Entire Home
Pigeon House - Renovated barn with hot tub and private garden,"Located in Shrewsbury, the recently renovated Pigeon House - Renovated barn with hot tub and private garden provides accommodation 33 km from Ironbridge...",Hall Farm,Summerhouse Lane,Longden,Shrewsbury,Shropshire,SY5 8HA,UK,,,,,SY5,Holiday home,Hosted by Adam & Elaine,Entire Home
Pass the Keys A unique and cosy cottage - optional hot tub,"Located in Church Stretton in the Shropshire region, Pass the Keys A unique and cosy cottage - optional hot tub has a terrace.",Church Stretton,,,Church Stretton,Shropshire,SY6 6DA,UK,,,,,SY6,Holiday home,,Entire Home
